	Pvalue_less(0.0004999999999999449) & Pvalue_greater(1.0)
0	0.09985722444317532
1	0.10051399200456881
2	0.1029982866933181
3	0.10094231867504283
4	0.09703026841804684
5	0.10376927470017133
6	0.10254140491147916
7	0.10225585379782981
8	0.10339805825242719
9	0.10062821245002855
10	0.10359794403198172
11	0.10388349514563107
12	0.09974300399771559
13	0.10045688178183895
14	0.09925756710451171
15	0.10305539691604797
16	0.10111364934323244
17	0.1010850942318675
18	0.10102798400913764
19	0.10414049114791547
20	0.10208452312964021
21	0.10205596801827527
22	0.10005711022272987
23	0.1019131924614506
24	0.09994288977727013
25	0.09877213021130782
26	0.10102798400913764
27	0.09974300399771559
28	0.10094231867504283
29	0.10228440890919474
30	0.10134209023415192
31	0.10302684180468304
32	0.10131353512278699
33	0.10068532267275843
34	0.10151342090234151
35	0.10202741290691034
36	0.10111364934323244
37	0.10151342090234151
38	0.10448315248429468
39	0.10154197601370646
40	0.10059965733866362
41	0.1031696173615077
42	0.10148486579097658
43	0.10513992004568817
44	0.10188463735008567
45	0.10145631067961165
46	0.10208452312964021
47	0.10202741290691034
48	0.10271273557966876
49	0.0990005711022273
50	0.10122786978869218
51	0.10271273557966876
52	0.10171330668189606
53	0.10097087378640776
54	0.10505425471159338
55	0.10048543689320388
56	0.10002855511136494
57	0.10171330668189606
58	0.10256996002284409
59	0.10211307824100514
60	0.10125642490005711
61	0.10085665334094802
62	0.1016561964591662
63	0.10408338092518561
64	0.10454026270702456
65	0.10142775556824672
66	0.10119931467732725
67	0.09994288977727013
68	0.1001713306681896
69	0.10225585379782981
70	0.10351227869788693
71	0.10431182181610509
72	0.09994288977727013
73	0.10237007424328955
74	0.103912050256996
75	0.10019988577955453
76	0.10239862935465448
77	0.1027412906910337
78	0.10179897201599086
79	0.10271273557966876
80	0.1036550542547116
81	0.10319817247287265
82	0.10414049114791547
83	0.10219874357509995
84	0.10428326670474015
85	0.10428326670474015
86	0.1006567675613935
87	0.10385494003426614
88	0.10402627070245574
89	0.10088520845231297
90	0.10142775556824672
91	0.10285551113649344
92	0.1019988577955454
93	0.10194174757281553
94	0.10137064534551685
95	0.102170188463735
96	0.09971444888635066
97	0.1028269560251285
98	0.10131353512278699
99	0.10157053112507139
100	0.1027412906910337
101	0.10105653912050257
102	0.09911479154768704
103	0.09945745288406625
104	0.10254140491147916
105	0.10154197601370646
106	0.10097087378640776
107	0.10019988577955453
108	0.09962878355225585
109	0.10248429468874928
110	0.10225585379782981
111	0.10085665334094802
112	0.1018275271273558
113	0.10119931467732725
114	0.10476870359794403
115	0.10174186179326099
116	0.10079954311821816
117	0.10294117647058823
118	0.1001713306681896
119	0.10405482581382067
120	0.10019988577955453
121	0.10408338092518561
122	0.09971444888635066
123	0.1029126213592233
124	0.10322672758423758
125	0.1029126213592233
126	0.1016561964591662
127	0.09937178754997145
128	0.10485436893203884
129	0.10211307824100514
130	0.10151342090234151
131	0.09962878355225585
132	0.10125642490005711
133	0.10168475157053113
134	0.10022844089091948
135	0.10114220445459737
136	0.10331239291833239
137	0.09851513420902341
138	0.09960022844089092
139	0.10051399200456881
140	0.10094231867504283
141	0.10456881781838949
142	0.10142775556824672
143	0.10145631067961165
144	0.09771559109080526
145	0.10225585379782981
146	0.1000856653340948
147	0.10162764134780125
148	0.10088520845231297
149	0.10256996002284409
150	0.10119931467732725
151	0.09880068532267276
152	0.10059965733866362
153	0.10088520845231297
154	0.1009994288977727
155	0.1009994288977727
156	0.10179897201599086
157	0.10085665334094802
158	0.10142775556824672
159	0.10222729868646488
160	0.10205596801827527
161	0.1006567675613935
162	0.1010850942318675
163	0.10356938892061679
164	0.10102798400913764
165	0.10151342090234151
166	0.10419760137064535
167	0.10131353512278699
168	0.10111364934323244
169	0.10031410622501427
170	0.10154197601370646
171	0.10054254711593376
172	0.10234151913192462
173	0.1019131924614506
174	0.10388349514563107
175	0.10122786978869218
176	0.10142775556824672
177	0.09820102798400913
178	0.10348372358652198
179	0.10137064534551685
180	0.10131353512278699
181	0.10128498001142204
182	0.1016561964591662
183	0.10242718446601942
184	0.10025699600228441
185	0.09868646487721303
186	0.1031696173615077
187	0.09774414620217019
188	0.10085665334094802
189	0.10348372358652198
190	0.103912050256996
191	0.10305539691604797
192	0.1008280982295831
193	0.10256996002284409
194	0.1019131924614506
195	0.10105653912050257
196	0.10256996002284409
197	0.10262707024557395
198	0.1009994288977727
199	0.10416904625928042
200	0.10305539691604797
201	0.10356938892061679
202	0.10351227869788693
203	0.10162764134780125
204	0.10259851513420902
205	0.10102798400913764
206	0.09980011422044546
207	0.10019988577955453
208	0.10134209023415192
209	0.10137064534551685
210	0.10533980582524272
211	0.10085665334094802
212	0.10131353512278699
213	0.10414049114791547
214	0.10294117647058823
215	0.10088520845231297
216	0.10271273557966876
217	0.10119931467732725
218	0.10336950314106225
219	0.10074243289548829
220	0.10105653912050257
221	0.09971444888635066
222	0.10248429468874928
223	0.10294117647058823
224	0.10279840091376356
225	0.10288406624785837
226	0.10234151913192462
227	0.10214163335237007
228	0.10094231867504283
229	0.10131353512278699
230	0.10062821245002855
231	0.10194174757281553
232	0.10242718446601942
233	0.10288406624785837
234	0.10177041690462593
235	0.10119931467732725
236	0.10359794403198172
237	0.10085665334094802
238	0.10134209023415192
239	0.10416904625928042
240	0.10088520845231297
241	0.10019988577955453
242	0.10077098800685323
243	0.1019988577955454
244	0.10225585379782981
245	0.10205596801827527
246	0.10259851513420902
247	0.10179897201599086
248	0.10379782981153626
249	0.10134209023415192
250	0.10354083380925186
251	0.09920045688178183
252	0.10205596801827527
253	0.10308395202741291
254	0.09988577955454027
255	0.10237007424328955
256	0.1018275271273558
257	0.102170188463735
258	0.09977155910908053
259	0.10294117647058823
260	0.10002855511136494
261	0.10171330668189606
262	0.10254140491147916
263	0.10322672758423758
264	0.09851513420902341
265	0.10139920045688178
266	0.10119931467732725
267	0.1059109080525414
268	0.10125642490005711
269	0.09954311821816104
270	0.10239862935465448
271	0.10234151913192462
272	0.09951456310679611
273	0.10159908623643632
274	0.10034266133637922
275	0.10211307824100514
276	0.10237007424328955
277	0.10308395202741291
278	0.10088520845231297
279	0.10085665334094802
280	0.10114220445459737
281	0.10079954311821816
282	0.10268418046830383
283	0.10371216447744146
284	0.10254140491147916
285	0.10025699600228441
286	0.10368360936607653
287	0.10542547115933752
288	0.1011707595659623
289	0.10125642490005711
290	0.10302684180468304
291	0.10122786978869218
292	0.10111364934323244
293	0.10331239291833239
294	0.0990862364363221
295	0.10256996002284409
296	0.0998286693318104
297	0.10248429468874928
298	0.1009994288977727
299	0.10074243289548829
300	0.10388349514563107
301	0.10168475157053113
302	0.1026556253569389
303	0.10134209023415192
304	0.10057110222729869
305	0.10122786978869218
306	0.09874357509994289
307	0.10271273557966876
308	0.10228440890919474
309	0.10088520845231297
310	0.10542547115933752
311	0.10485436893203884
312	0.10239862935465448
313	0.10285551113649344
314	0.0989149057681325
315	0.10231296402055969
316	0.10042832667047401
317	0.10279840091376356
318	0.1029126213592233
319	0.10519703026841805
320	0.10085665334094802
321	0.10125642490005711
322	0.1026556253569389
323	0.1016561964591662
324	0.10222729868646488
325	0.10051399200456881
326	0.10342661336379212
327	0.10242718446601942
328	0.10214163335237007
329	0.09914334665905197
330	0.10388349514563107
331	0.1019131924614506
332	0.09948600799543118
333	0.10279840091376356
334	0.10059965733866362
335	0.10105653912050257
336	0.10197030268418047
337	0.1036550542547116
338	0.10302684180468304
339	0.10231296402055969
340	0.10388349514563107
341	0.1010850942318675
342	0.102170188463735
343	0.1006567675613935
344	0.09954311821816104
345	0.10259851513420902
346	0.10111364934323244
347	0.1039977155910908
348	0.10105653912050257
349	0.10094231867504283
350	0.10205596801827527
351	0.10342661336379212
352	0.10171330668189606
353	0.10185608223872072
354	0.10279840091376356
355	0.102170188463735
356	0.10134209023415192
357	0.09954311821816104
358	0.10405482581382067
359	0.10419760137064535
360	0.10479725870930896
361	0.10194174757281553
362	0.10168475157053113
363	0.10179897201599086
364	0.10168475157053113
365	0.10054254711593376
366	0.10197030268418047
367	0.0988292404340377
368	0.1019131924614506
369	0.10045688178183895
370	0.10359794403198172
371	0.10513992004568817
372	0.10262707024557395
373	0.10037121644774415
374	0.0998286693318104
375	0.10396916047972588
376	0.10177041690462593
377	0.10031410622501427
378	0.10125642490005711
379	0.10151342090234151
380	0.10328383780696744
381	0.10114220445459737
382	0.10228440890919474
383	0.1000856653340948
384	0.09937178754997145
385	0.10225585379782981
386	0.10188463735008567
387	0.09960022844089092
388	0.1027412906910337
389	0.10122786978869218
390	0.10362649914334666
391	0.10145631067961165
392	0.09894346087949743
393	0.10442604226156482
394	0.1026556253569389
395	0.10394060536836093
396	0.10402627070245574
397	0.10459737292975442
398	0.10097087378640776
399	0.10137064534551685
400	0.10162764134780125
401	0.10162764134780125
402	0.10088520845231297
403	0.10111364934323244
404	0.10602512849800114
405	0.1019988577955454
406	0.09994288977727013
407	0.10368360936607653
408	0.1037407195888064
409	0.10031410622501427
410	0.10005711022272987
411	0.1009137635636779
412	0.10168475157053113
413	0.10142775556824672
414	0.10162764134780125
415	0.10331239291833239
416	0.10237007424328955
417	0.10088520845231297
418	0.10485436893203884
419	0.10162764134780125
420	0.1019988577955454
421	0.10268418046830383
422	0.10031410622501427
423	0.09960022844089092
424	0.10088520845231297
425	0.1009994288977727
426	0.10402627070245574
427	0.10205596801827527
428	0.10005711022272987
429	0.10345516847515705
430	0.10254140491147916
431	0.10154197601370646
432	0.10259851513420902
433	0.10022844089091948
434	0.10114220445459737
435	0.10508280982295831
436	0.10051399200456881
437	0.10002855511136494
438	0.10496858937749858
439	0.10371216447744146
440	0.10002855511136494
441	0.10031410622501427
442	0.10248429468874928
443	0.10088520845231297
444	0.09980011422044546
445	0.10128498001142204
446	0.10188463735008567
447	0.10211307824100514
448	0.10239862935465448
449	0.10139920045688178
450	0.10354083380925186
451	0.10139920045688178
452	0.10094231867504283
453	0.10345516847515705
454	0.10162764134780125
455	0.10148486579097658
456	0.09951456310679611
457	0.10111364934323244
458	0.10125642490005711
