	Pvalue_less(0.0004999999999999449) & Pvalue_greater(1.0)
0	0.16727584237578527
1	0.17075956596230726
2	0.16901770416904627
3	0.17033123929183325
4	0.17067390062821244
5	0.1706453455168475
6	0.16710451170759566
7	0.16961736150770987
8	0.1671330668189606
9	0.16918903483723585
10	0.17033123929183325
11	0.17001713306681895
12	0.16824671616219303
13	0.16818960593946317
14	0.17010279840091377
15	0.17224443175328383
16	0.1706453455168475
17	0.17041690462592804
18	0.16973158195316962
19	0.17241576242147344
20	0.1698172472872644
21	0.16933181039406053
22	0.17164477441462023
23	0.17215876641918904
24	0.17164477441462023
25	0.16907481439177613
26	0.16990291262135923
27	0.16918903483723585
28	0.17001713306681895
29	0.17110222729868646
30	0.1718732153055397
31	0.16741861793260993
32	0.1683038263849229
33	0.17015990862364364
34	0.17158766419189034
35	0.17307252998286693
36	0.16910336950314106
37	0.17541404911479155
38	0.17173043974871502
39	0.17173043974871502
40	0.16967447173043976
41	0.17035979440319818
42	0.17153055396916048
43	0.16604797258709308
44	0.1707310108509423
45	0.1727869788692176
46	0.17153055396916048
47	0.16916047972587092
48	0.17235865219874358
49	0.16690462592804112
50	0.17241576242147344
51	0.17010279840091377
52	0.16876070816676186
53	0.16927470017133067
54	0.17084523129640206
55	0.1706453455168475
56	0.1698172472872644
57	0.17298686464877214
58	0.17055968018275272
59	0.17010279840091377
60	0.17164477441462023
61	0.17081667618503713
62	0.1687321530553969
63	0.17201599086236435
64	0.16856082238720732
65	0.16978869217589948
66	0.16950314106225015
67	0.1712164477441462
68	0.1693889206167904
69	0.17184466019417477
70	0.16876070816676186
71	0.17158766419189034
72	0.16993146773272416
73	0.17110222729868646
74	0.1682181610508281
75	0.16784694460308394
76	0.16790405482581383
77	0.167390062821245
78	0.17050256996002283
79	0.17004568817818388
80	0.17033123929183325
81	0.16953169617361508
82	0.17272986864648773
83	0.16933181039406053
84	0.16761850371216447
85	0.16818960593946317
86	0.17004568817818388
87	0.17093089663049685
88	0.16893203883495145
89	0.1706453455168475
90	0.169131924614506
91	0.16944603083952028
92	0.165648201027984
93	0.17067390062821244
94	0.17167332952598516
95	0.17061679040548258
96	0.17190177041690463
97	0.16918903483723585
98	0.16956025128498
99	0.16633352370074242
100	0.16941747572815535
101	0.1702170188463735
102	0.16956025128498
103	0.17055968018275272
104	0.1727869788692176
105	0.17055968018275272
106	0.17024557395773843
107	0.17007424328954882
108	0.17067390062821244
109	0.1710451170759566
110	0.16701884637350087
111	0.16619074814391777
112	0.16867504283266704
113	0.1718161050828098
114	0.1658195316961736
115	0.1707310108509423
116	0.17090234151913192
117	0.17292975442604225
118	0.17193032552826956
119	0.16876070816676186
120	0.17090234151913192
121	0.1701313535122787
122	0.16724728726442034
123	0.1717018846373501
124	0.1702170188463735
125	0.17230154197601372
126	0.16998857795545402
127	0.16956025128498
128	0.16576242147344375
129	0.1702170188463735
130	0.1718732153055397
131	0.1703883495145631
132	0.1718732153055397
133	0.17301541976013707
134	0.17167332952598516
135	0.16933181039406053
136	0.16724728726442034
137	0.1706453455168475
138	0.1718161050828098
139	0.17027412906910336
140	0.17341519131924615
141	0.17035979440319818
142	0.17292975442604225
143	0.1667904054825814
144	0.1718732153055397
145	0.1667332952598515
146	0.1681324957167333
147	0.1681324957167333
148	0.16584808680753854
149	0.17689891490576815
150	0.1718161050828098
151	0.16719017704169045
152	0.16776127926898915
153	0.17224443175328383
154	0.17318675042832668
155	0.16798972015990862
156	0.1659623072529983
157	0.16964591661907483
158	0.1687892632781268
159	0.17144488863506568
160	0.17004568817818388
161	0.17127355796687607
162	0.17004568817818388
163	0.16716162193032552
164	0.1723872073101085
165	0.16944603083952028
166	0.1670474014848658
167	0.16947458595088521
168	0.16841804683038264
169	0.17224443175328383
170	0.17167332952598516
171	0.17141633352370075
172	0.16893203883495145
173	0.1679611650485437
174	0.16690462592804112
175	0.16944603083952028
176	0.16950314106225015
177	0.17058823529411765
178	0.17033123929183325
179	0.16924614505996574
180	0.1712164477441462
181	0.17015990862364364
182	0.16858937749857225
183	0.16727584237578527
184	0.17058823529411765
185	0.16790405482581383
186	0.1643061107938321
187	0.1709594517418618
188	0.1715591090805254
189	0.17218732153055397
190	0.1718732153055397
191	0.17147344374643061
192	0.16961736150770987
193	0.16724728726442034
194	0.1683038263849229
195	0.16858937749857225
196	0.17292975442604225
197	0.1667904054825814
198	0.16856082238720732
199	0.1684751570531125
200	0.1699600228440891
201	0.17281553398058253
202	0.17084523129640206
203	0.16973158195316962
204	0.17284408909194746
205	0.17258709308966305
206	0.16870359794403197
207	0.1699600228440891
208	0.17010279840091377
209	0.17001713306681895
210	0.17430039977155912
211	0.17575671045117075
212	0.17601370645345518
213	0.1686464877213021
214	0.17124500285551114
215	0.16736150770988006
216	0.171302113078241
217	0.16896059394631638
218	0.17398629354654482
219	0.16861793260993718
220	0.17201599086236435
221	0.16850371216447743
222	0.17401484865790975
223	0.1709594517418618
224	0.1699600228440891
225	0.17215876641918904
226	0.17007424328954882
227	0.17224443175328383
228	0.16724728726442034
229	0.1733009708737864
230	0.1704740148486579
231	0.17033123929183325
232	0.17204454597372928
233	0.17084523129640206
234	0.16716162193032552
235	0.17007424328954882
236	0.16784694460308394
237	0.16910336950314106
238	0.171302113078241
239	0.16510565391205026
240	0.17144488863506568
241	0.1697030268418047
242	0.1712164477441462
243	0.17081667618503713
244	0.16956025128498
245	0.17147344374643061
246	0.17218732153055397
247	0.16858937749857225
248	0.16636207881210738
249	0.16836093660765278
250	0.16773272415762422
251	0.16936036550542546
252	0.16579097658480868
253	0.17061679040548258
254	0.17001713306681895
255	0.1707881210736722
256	0.171302113078241
257	0.1721302113078241
258	0.16656196459166192
259	0.17075956596230726
260	0.17090234151913192
261	0.1725299828669332
262	0.16573386636207882
263	0.16716162193032552
264	0.1683894917190177
265	0.17010279840091377
266	0.17244431753283837
267	0.16804683038263848
268	0.1679611650485437
269	0.17118789263278128
270	0.17050256996002283
271	0.16524842946887494
272	0.16950314106225015
273	0.16561964591661907
274	0.1706453455168475
275	0.16801827527127355
276	0.17027412906910336
277	0.1709594517418618
278	0.17190177041690463
279	0.1712164477441462
280	0.16773272415762422
281	0.17010279840091377
282	0.16953169617361508
283	0.17110222729868646
284	0.1671330668189606
285	0.17027412906910336
286	0.16936036550542546
287	0.17070245573957737
288	0.17215876641918904
289	0.1693889206167904
290	0.1716162193032553
291	0.17093089663049685
292	0.1715591090805254
293	0.16990291262135923
294	0.17070245573957737
295	0.1670474014848658
296	0.1723872073101085
297	0.1711307824100514
298	0.17133066818960593
299	0.1716162193032553
300	0.16924614505996574
301	0.17255853797829812
302	0.17244431753283837
303	0.16790405482581383
304	0.1686464877213021
305	0.16933181039406053
306	0.1698743575099943
307	0.17124500285551114
308	0.17127355796687607
309	0.1688749286122216
310	0.1719588806396345
311	0.16876070816676186
312	0.17147344374643061
313	0.17133066818960593
314	0.16610508280982295
315	0.1711307824100514
316	0.16953169617361508
317	0.17158766419189034
318	0.17301541976013707
319	0.16733295259851513
320	0.16961736150770987
321	0.1662193032552827
322	0.1716162193032553
323	0.17075956596230726
324	0.16804683038263848
325	0.17001713306681895
326	0.17141633352370075
327	0.16599086236436322
328	0.17061679040548258
329	0.16956025128498
330	0.16684751570531126
331	0.1690462592804112
332	0.16773272415762422
333	0.16898914905768134
334	0.16656196459166192
335	0.17127355796687607
336	0.16470588235294117
337	0.16833238149628785
338	0.17004568817818388
339	0.1707881210736722
340	0.17292975442604225
341	0.1683894917190177
342	0.16984580239862934
343	0.16776127926898915
344	0.1744717304397487
345	0.17035979440319818
346	0.17475728155339806
347	0.170873786407767
348	0.17335808109651626
349	0.17307252998286693
350	0.1705311250713878
351	0.1686464877213021
352	0.1717018846373501
353	0.1646487721302113
354	0.17055968018275272
355	0.17210165619645917
356	0.17110222729868646
357	0.1682181610508281
358	0.1687892632781268
359	0.17110222729868646
360	0.1711307824100514
361	0.17250142775556826
362	0.17173043974871502
363	0.16833238149628785
364	0.16947458595088521
365	0.16967447173043976
366	0.17115933752141632
367	0.16941747572815535
368	0.1673043974871502
369	0.17084523129640206
370	0.16896059394631638
371	0.16927470017133067
372	0.17124500285551114
373	0.17084523129640206
374	0.1719588806396345
375	0.16924614505996574
376	0.171302113078241
377	0.17250142775556826
378	0.1675613934894346
379	0.1670474014848658
380	0.16876070816676186
381	0.17135922330097086
382	0.17184466019417477
383	0.17018846373500857
384	0.1684751570531125
385	0.1686464877213021
386	0.1687321530553969
387	0.1722158766419189
388	0.17115933752141632
389	0.16941747572815535
390	0.16967447173043976
391	0.16793260993717876
392	0.16933181039406053
393	0.17081667618503713
394	0.17024557395773843
395	0.16856082238720732
396	0.16910336950314106
397	0.16807538549400342
398	0.16719017704169045
399	0.1718732153055397
400	0.16856082238720732
401	0.17267275842375784
402	0.17350085665334095
403	0.16778983438035408
404	0.1706453455168475
405	0.16818960593946317
406	0.17001713306681895
407	0.16901770416904627
408	0.17030268418046832
409	0.17035979440319818
410	0.17307252998286693
411	0.1746430611079383
412	0.1679611650485437
413	0.16707595659623073
414	0.17338663620788122
415	0.16958880639634494
416	0.16998857795545402
417	0.16804683038263848
418	0.16901770416904627
419	0.1707881210736722
420	0.17090234151913192
421	0.1699600228440891
422	0.17084523129640206
423	0.1707881210736722
424	0.16867504283266704
425	0.17024557395773843
426	0.16890348372358652
427	0.1673043974871502
428	0.17267275842375784
429	0.1687892632781268
430	0.1699600228440891
431	0.17055968018275272
432	0.17027412906910336
433	0.17010279840091377
434	0.17204454597372928
435	0.16916047972587092
436	0.17215876641918904
437	0.17378640776699028
438	0.17075956596230726
439	0.17041690462592804
440	0.17035979440319818
441	0.1701313535122787
442	0.17350085665334095
443	0.1701313535122787
444	0.16898914905768134
445	0.17127355796687607
446	0.1710451170759566
447	0.17058823529411765
448	0.16684751570531126
449	0.1710451170759566
450	0.16724728726442034
451	0.16419189034837237
452	0.17392918332381496
453	0.16858937749857225
454	0.16876070816676186
455	0.17061679040548258
456	0.16818960593946317
457	0.17270131353512277
458	0.1650485436893204
459	0.1687321530553969
460	0.17018846373500857
461	0.16667618503712164
462	0.17055968018275272
463	0.167818389491719
464	0.16584808680753854
465	0.16867504283266704
466	0.17175899486007995
467	0.1671330668189606
468	0.16916047972587092
469	0.17173043974871502
470	0.17055968018275272
471	0.17090234151913192
472	0.17035979440319818
473	0.16719017704169045
474	0.1738720731010851
475	0.17093089663049685
476	0.17058823529411765
477	0.1731296402055968
478	0.1711307824100514
479	0.16918903483723585
480	0.17061679040548258
481	0.16850371216447743
482	0.16816105082809824
483	0.17033123929183325
484	0.17301541976013707
485	0.17144488863506568
486	0.173043974871502
487	0.16836093660765278
488	0.16804683038263848
489	0.17241576242147344
490	0.16693318103940605
491	0.16661907481439178
492	0.1688749286122216
493	0.17261564820102798
494	0.1693032552826956
495	0.16747572815533981
496	0.1709594517418618
497	0.16644774414620217
498	0.17178754997144488
499	0.16881781838949173
500	0.16998857795545402
501	0.17033123929183325
502	0.1711307824100514
503	0.17070245573957737
504	0.16956025128498
505	0.1719588806396345
506	0.1698743575099943
507	0.1693889206167904
508	0.1676470588235294
509	0.16861793260993718
510	0.16924614505996574
511	0.1701313535122787
512	0.17018846373500857
513	0.16907481439177613
514	0.17098800685322674
515	0.1735579668760708
516	0.16956025128498
517	0.16670474014848657
518	0.17041690462592804
519	0.17307252998286693
520	0.17050256996002283
521	0.17298686464877214
522	0.16876070816676186
523	0.16881781838949173
524	0.16896059394631638
525	0.16727584237578527
526	0.170873786407767
527	0.17055968018275272
528	0.17050256996002283
529	0.16947458595088521
530	0.1702170188463735
531	0.17093089663049685
532	0.16719017704169045
533	0.1729583095374072
534	0.1687892632781268
535	0.17150199885779555
536	0.16964591661907483
537	0.17027412906910336
538	0.16753283837806968
539	0.16804683038263848
540	0.17067390062821244
541	0.17490005711022272
542	0.17055968018275272
543	0.17027412906910336
